2022,7,29,1888,215
2021,10,12,1571,301
2021,8,9,2582,142
2021,2,6,3563,192
2021,6,3,2563,266
2020,4,28,2686,212
2021,8,3,2550,296
2021,5,19,337,2
2020,8,15,3261,116
2022,7,1,181,260
2021,6,29,1157,142
2022,8,7,2979,219
2020,6,19,929,67
2020,8,25,493,233
2020,8,28,1849,54
2022,5,10,325,293
2022,8,21,3278,215
2020,5,2,756,192
2020,9,12,1499,215
2022,7,7,40,271
2020,10,23,147,215
2022,10,26,1798,31
2021,2,3,3275,67
2021,8,26,1005,260
2020,7,24,2808,63
2022,6,6,343,226
2021,9,23,651,60
2020,8,13,3101,142
2020,9,25,3562,67
2021,5,8,3052,60
2020,5,10,2410,60
2020,9,7,1427,215
2021,1,22,838,142
2022,11,24,1119,157
2020,5,18,651,266
2022,4,23,571,20
2022,11,21,2162,283
2020,4,2,3216,63
2020,5,6,740,309
2020,6,11,2413,70
2022,1,26,1113,192
2022,7,29,571,142
2020,12,30,1588,263
2021,3,4,3474,215
2020,6,30,2905,102
2022,5,26,1150,264
2020,5,16,3503,260
2020,1,26,280,260
2020,12,30,3392,215
2021,4,10,458,142
2022,8,7,2512,146
2021,9,1,1349,290
2022,5,20,2242,223
2020,5,6,3004,293
2022,9,20,3004,268
2021,10,11,2627,23
2022,8,6,1521,298
2020,4,30,2889,260
2022,5,31,2662,226
2020,2,11,2877,311
2022,1,11,3233,142
2022,5,27,3025,125
2020,7,20,883,142
2021,6,11,3251,60
2021,7,16,2135,116
2021,9,8,930,116
2021,12,8,440,266
2020,11,27,2807,226
2020,11,21,1223,134
2021,6,11,986,60
2020,4,28,3339,192
2021,7,29,2657,215
2022,6,8,895,142
2022,5,21,930,116
2020,1,30,909,233
2022,8,1,2543,102
2022,9,13,1486,307
2022,6,30,1494,219
2021,7,15,2363,142
2020,6,1,524,264
2021,9,13,3103,268
2022,8,27,3193,133
2021,3,30,3290,264
2020,8,14,1125,142
2022,8,18,1849,60
2020,7,20,1036,260
2021,4,5,872,266
2022,7,18,1720,12
2022,8,31,3457,298
2022,3,5,3038,215
2020,9,12,791,260
2021,5,8,496,142
2020,7,21,2506,202
2021,5,20,3247,192
2021,6,21,607,20
2020,12,30,1071,102
2019,12,26,1613,260
2021,6,26,628,192
2022,8,31,1634,76
2022,8,21,1903,215
2021,2,26,1236,268
2022,9,25,2635,215
2022,4,30,2945,219
2020,3,11,2346,192
2022,6,22,3223,59
2021,10,12,2005,60
2022,1,7,324,192
2022,5,17,373,233
2021,10,14,1794,268
2020,4,2,2635,63
2021,8,9,310,303
2022,3,20,345,192
2020,9,5,672,215
2022,6,29,240,129
2020,9,6,2936,142
2020,2,29,2996,303
2020,7,28,59,266
2022,10,11,1220,263
2020,3,22,2130,309
2021,7,22,1643,70
2020,8,31,1818,266
2020,10,5,385,142
2021,5,8,2991,60
2021,8,9,2741,116
2022,1,27,1004,142
2021,8,8,3334,142
2022,4,27,1288,126
2020,7,12,3410,88
2020,7,31,1213,142
2021,9,5,561,215
2022,7,17,1010,266
2022,6,11,2625,53
2022,6,2,3199,192
2020,12,3,628,116
2022,10,25,1186,65
2022,5,4,1366,215
2021,1,2,1513,142
2021,10,19,2135,215
2022,11,1,2134,215
2020,9,19,1699,20
2022,8,29,310,215
2022,6,2,1104,293
2021,10,1,1537,116
2021,10,17,1186,142
2021,9,9,3134,116
2021,8,10,2505,142
2022,6,25,651,85
2021,3,30,729,20
2020,7,31,310,312
2020,12,5,1817,67
2022,7,1,1354,129
2020,5,7,672,215
2021,2,18,47,260
2020,4,19,3427,102
2021,3,22,2344,125
2021,5,13,2947,142
2021,6,4,2659,274
2020,10,21,2943,192
2021,2,2,516,124
2022,8,31,3471,142
2022,6,28,930,44
2020,6,6,2798,226
2021,6,12,878,20
2022,9,4,3190,212
2021,4,26,1581,215
2021,3,6,1842,142
2020,4,12,1724,192
2021,8,4,2435,142
2022,5,24,1171,129
2021,7,15,1833,103
2021,6,29,1039,116
2020,12,14,3111,142
2020,6,16,2614,142
2020,11,5,2166,125
2022,7,9,1642,21
2021,9,22,3048,116
2021,10,30,213,142
2021,10,25,3128,293
2020,2,29,330,192
2022,1,21,2988,142
2021,1,18,190,296
2021,5,4,1559,192
2021,9,30,735,130
2022,8,5,520,215
2021,7,28,3279,142
2021,5,24,3199,309
2021,8,1,2333,116
2020,5,18,3028,142
2020,5,21,1382,20
2020,8,31,1286,116
2022,3,30,2047,204
2020,8,27,3004,233
2020,9,2,1222,20
2021,9,23,2592,266
2020,9,7,1414,293
2021,8,10,930,142
2021,10,12,491,142
2021,10,12,2160,297
2020,7,6,654,303
2022,7,12,3329,215
2022,9,4,2261,142
2022,6,22,651,303
2020,10,2,2806,192
2020,9,2,2370,260
2022,8,1,2016,309
2020,8,6,3306,88
2022,8,7,636,76
2022,8,7,2809,219
2020,8,15,2129,116
2021,5,19,2341,60
2021,7,29,2612,130
2021,5,9,653,67
2022,9,23,2943,215
2021,11,24,2890,142
2022,7,9,279,67
2021,1,31,1236,142
2020,10,14,1522,116
2020,4,9,1291,130
2020,6,19,758,142
2022,6,4,2096,148
2021,5,24,435,215
2021,2,10,1560,124
2020,7,2,1567,162
2022,8,16,2878,107
2022,11,3,2241,124
2020,4,16,2170,233
2020,6,25,739,226
2020,5,10,2914,67
2020,10,27,331,125
2021,6,15,3241,60
2022,8,11,3130,50
2021,6,11,2226,279
2021,10,9,909,309
2022,7,1,1096,219
2022,6,3,330,304
2022,3,4,1459,116
2021,2,7,66,142
2022,10,31,1772,298
2021,5,28,1987,142
2021,2,8,1150,233
2020,4,12,1402,174
2020,5,23,1630,260
2022,6,4,753,116
2021,6,5,3320,23
2022,12,18,519,116
2022,12,11,3161,192
2022,8,3,290,76
2020,1,19,3388,60
2021,12,21,421,99
2020,2,13,212,215
2021,7,8,2142,298
2020,6,26,1173,192
2021,2,17,2954,233
2020,6,5,3587,116
2021,5,18,1633,20
2022,5,13,1900,103
2021,8,16,3352,226
2020,11,11,2844,142
2022,9,6,1717,248
2020,10,5,1874,103
2022,1,4,651,23
2021,4,3,1101,142
2021,5,17,3426,142
2020,5,31,2944,20
2021,10,12,2687,142
2021,9,3,3055,130
2022,4,29,1012,20
2020,12,28,1801,70
2021,6,11,330,88
2022,8,10,898,134
2022,7,2,2898,219
2022,5,26,909,260
2022,8,16,2978,219
2021,4,3,3014,311
2022,2,19,3111,130
2020,4,30,2696,88
2021,8,15,335,63
2020,5,10,725,102
2021,7,27,88,142
2020,5,11,3331,130
2022,1,27,3049,215
2020,3,27,177,260
2021,5,17,2206,116
2020,12,21,455,142
2021,10,6,3339,70
2022,2,17,2396,298
2021,9,16,1065,266
2020,4,25,3155,63
2020,6,10,994,125
2021,11,27,607,67
2021,9,3,2229,70
2020,1,18,1471,168
2021,8,15,3188,116
2020,9,9,471,60
2022,8,28,2275,142
2020,6,16,930,303
2022,3,20,520,125
2021,9,22,1150,293
2022,8,2,2656,266
2021,5,8,17,266
2021,5,28,728,142
2022,7,29,1125,116
2020,10,22,370,266
2022,4,29,1634,303
2022,11,2,3113,102
2022,5,16,1192,20
2020,8,18,772,102
2022,7,15,3246,215
2022,6,7,2954,192
2020,6,5,555,142
2022,11,2,289,58
2020,2,14,2520,226
2021,4,24,3111,215
2020,4,25,133,215
2021,6,3,736,215
2022,4,11,16,210
2020,2,24,1752,60
2021,9,3,796,260
2021,9,4,2816,233
2020,12,23,2372,23
2022,7,1,2572,20
2022,8,23,1672,219
2022,7,24,3294,226
2020,8,29,474,153
2022,7,29,350,215
2021,9,23,3274,142
2022,8,7,3371,85
2021,9,3,1002,20
2021,8,20,2718,260
2021,8,27,726,116
2021,9,7,924,226
2022,4,29,1150,219
2021,7,1,2934,192
2020,10,9,385,215
2021,7,6,316,67
2020,8,4,3023,233
2021,9,28,358,301
2020,8,12,3257,142
2021,5,24,1026,263
2022,6,24,40,105
2021,5,18,2211,303
2020,3,27,3049,215
2022,7,6,2105,132
2021,10,12,529,116
2020,6,5,2567,264
2020,9,10,2790,260
2020,8,25,3500,266
2022,5,8,1420,142
2022,7,21,3169,28
2021,3,2,1357,142
2022,9,26,2840,23
2020,3,28,3048,293
2021,6,21,3025,192
2022,1,11,2372,50
2021,10,7,2903,67
2022,9,26,535,303
2021,8,17,2284,215
2021,8,18,2466,142
2021,8,14,2018,142
2020,3,9,1036,192
2020,11,7,912,260
2021,5,5,1821,260
2020,3,28,310,215
2022,10,31,1338,9
2020,12,30,189,274
2020,7,15,1925,142
2020,6,28,70,142
2021,7,29,1614,293
2021,10,25,1007,124
2020,6,22,1784,266
2022,8,28,1186,142
2021,9,3,660,266
2020,7,17,34,134
2022,10,22,330,89
2021,7,12,1240,279
2020,2,25,1202,192
2020,10,22,265,103
2022,9,18,2976,92
2021,5,6,3261,215
2021,4,4,586,192
2022,3,26,2265,219
2020,10,12,3130,142
2022,3,5,330,192
2021,6,22,165,142
2022,9,22,1017,142
2020,10,30,2905,274
2021,6,12,438,260
2022,5,2,1196,260
2021,6,19,3557,142
2021,8,21,365,20
2020,7,27,909,192
2022,9,25,1550,60
2021,5,9,451,23
2021,3,31,310,263
2021,8,18,2810,303
2021,8,17,1449,63
2021,3,22,1154,125
2020,7,29,789,116
2021,3,30,3257,233
2022,10,15,633,124
2022,8,8,2682,307
2022,1,8,651,260
2022,9,6,1484,133
2021,12,20,2229,279
2020,6,28,3427,303
2020,8,18,2174,20
2020,3,23,2947,215
2020,11,16,3358,60
2022,7,22,3501,307
2021,5,25,922,301
2020,8,13,2829,233
2020,5,14,2016,63
2021,9,23,639,260
2021,1,24,1017,192
2022,7,12,2965,157
2021,7,8,2372,215
2021,4,8,868,303
2021,10,21,34,233
2022,7,5,2179,131
2021,9,1,3532,62
2022,7,25,3285,44
2021,10,10,791,192
2022,6,2,1737,298
2022,9,4,1112,219
2021,10,11,2775,142
2021,7,14,775,116
2022,8,23,435,266
2020,7,15,310,125
2020,5,28,804,233
2021,6,11,606,31
2020,7,29,1798,263
2021,12,20,2749,142
2021,5,9,1064,142
2022,7,3,657,219
2020,5,6,909,63
2022,11,1,1123,302
2022,9,5,1150,219
2021,10,14,1150,309
2020,5,10,1654,174
2022,5,14,1760,60
2021,8,27,2625,233
2021,5,29,1610,192
2020,7,17,2546,67
2021,6,11,2945,142
2022,6,1,1298,233
2021,5,2,152,142
2022,8,7,2979,20
2020,4,1,1396,63
2021,8,9,930,63
2021,6,11,3290,215
2022,12,10,930,283
2020,9,24,909,60
2022,7,28,930,219
2022,9,8,2077,219
2021,12,23,278,142
2020,4,15,2698,260
2021,10,12,251,142
2022,5,7,3096,261
2022,12,20,1511,183
2022,12,1,909,293
2020,11,15,2635,215
2021,9,21,2547,260
2020,7,16,1681,215
2021,7,29,1627,142
2021,7,23,834,215
2021,12,1,3334,215
2022,8,21,310,215
2021,10,21,3029,266
2022,5,6,2611,298
2021,10,25,245,293
2021,7,4,1933,20
2020,2,15,1334,60
2022,10,14,1501,183
2021,9,16,310,266
2020,5,7,1208,18
2020,7,4,1221,60
2020,10,31,330,192
2021,6,1,3365,20
2021,10,12,265,260
2021,5,8,1037,309
2021,8,11,209,142
2021,2,23,31,266
2022,6,30,2023,284
2022,4,2,60,192
2020,12,2,1755,311
2020,9,2,1571,215
2021,11,8,2372,142
2021,7,15,229,261
2022,5,10,2047,293
2021,9,22,1744,311
2020,8,9,3111,266
2020,9,27,904,142
2022,6,1,3283,142
2021,5,31,2117,142
2022,10,31,1733,264
2020,6,6,972,20
2021,1,13,535,125
2021,6,11,350,142
2020,11,6,2052,142
2021,10,1,2947,60
2021,3,31,3165,130
2022,11,29,1209,116
2022,11,3,2116,202
2021,7,29,1726,215
2022,6,3,310,304
2021,7,25,863,192
2020,8,15,1023,116
2020,3,18,2015,260
2022,11,13,2078,283
2021,6,20,344,116
2021,3,22,909,192
2021,6,3,1119,266
2021,4,30,1447,60
2021,9,2,1843,215
2022,1,19,1955,215
2022,8,17,756,116
2022,6,28,636,142
2020,6,4,2615,215
2022,9,28,1168,261
2022,1,22,217,124
2019,12,30,1652,217
2020,6,15,2946,142
2022,7,2,384,266
2021,8,1,1510,142
2021,11,26,1262,266
2022,3,8,358,73
2021,3,4,1700,303
2020,6,11,651,304
2022,4,15,3177,151
2022,6,3,1444,142
2022,6,4,2809,31
2021,1,9,2667,298
2020,5,5,902,207
2021,4,12,3400,60
2022,7,16,3165,35
2020,4,15,330,260
2022,1,31,2533,311
2022,11,23,493,88
2022,4,5,1171,215
2020,7,29,2852,20
2020,2,7,2644,226
2022,8,8,909,237
2022,10,27,448,283
2021,10,7,328,60
2021,9,21,651,212
2020,9,3,249,142
2021,10,12,2344,142
2020,4,25,2238,67
2021,3,6,1821,116
2022,6,3,2259,293
2021,8,30,2635,215
2022,9,27,3534,70
2021,7,30,636,215
2021,8,17,1372,192
2020,4,30,1839,130
2022,1,19,930,48
2020,5,10,651,192
2022,2,27,651,303
2020,9,12,68,266
2020,9,7,2986,215
2021,7,20,1014,168
2021,6,12,2655,102
2021,2,11,1978,233
2021,11,4,1693,268
2021,4,28,1613,192
2022,11,19,2024,116
2021,10,12,3073,20
2021,5,9,1150,116
2021,5,18,571,260
2021,2,26,2991,303
2021,2,10,1822,309
2021,3,27,2135,125
2021,3,7,968,142
2021,7,1,1741,116
2020,8,27,1186,215
2020,4,25,1659,215
2020,4,25,133,63
2021,8,26,3209,298
2022,4,18,1889,192
2022,3,24,1609,223
2022,6,3,1518,130
2022,5,1,3397,211
2020,6,24,3251,266
2022,4,20,1255,219
2022,11,4,2279,192
2021,10,24,455,52
2021,6,26,1105,116
2022,4,28,651,163
2022,5,3,2284,98
2021,11,7,2410,192
2021,1,31,2412,142
2022,11,30,651,116
2020,3,13,1717,293
2021,6,29,1741,142
2021,8,18,2869,215
2021,7,31,909,168
2021,11,6,3118,212
2021,4,14,832,116
2021,12,29,1171,142
2020,6,25,1552,63
2021,7,29,3295,142
2021,12,14,796,142
2020,6,13,2813,162
2021,7,20,278,130
2021,3,21,793,264
2020,5,14,1725,233
2021,12,1,1336,215
2020,5,5,2727,125
2020,9,14,2498,54
2020,8,27,9,192
2020,6,6,3073,215
2021,9,8,3446,174
2022,6,23,917,261
2022,7,15,280,59
2022,12,17,1466,116
2020,9,25,1037,260
2022,5,26,1533,63
2022,10,18,3224,70
2020,12,30,3151,263
2022,6,2,1709,212
2022,6,25,258,215
2022,11,16,3170,116
2022,6,10,2213,223
2022,7,17,19,200
2022,7,12,94,20
2020,6,1,924,63
2021,6,2,3264,134
2021,7,16,3006,174
2020,4,27,2388,192
2020,7,14,1681,142
2020,3,4,1482,60
2022,5,6,952,76
2020,6,8,1279,31
2022,8,2,909,223
2022,3,20,2988,215
2020,6,25,3069,60
2021,1,2,966,200
2022,9,17,2244,261
2021,4,25,3441,260
2022,6,12,332,303
2020,4,1,475,192
2020,10,25,1076,192
2021,6,20,1979,116
2021,1,22,2498,260
2022,3,28,1150,264
2021,11,22,1842,125
2021,7,28,3093,63
2020,10,23,904,116
2020,2,7,3526,260
2022,9,24,1132,142
2020,9,21,1028,125
2020,7,17,411,116
2022,7,16,813,268
2021,8,1,1598,20
2021,4,7,811,142
